id,text,tweet_url,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista?
(1=sim, 0=não)","Comentário é machista?
(1=sim, 0=não)","Comentário é LGBTfóbico?
(1=sim, 0=não)","Tweet originário foi apagado? (1=sim, 0=não)","Reação a tweet bolsonarista? (1=sim, 0=não)","Tweet de conta suspensa? (1=sim, 0=não)",filename
gAAAAABj7je3wjaofxIeu_z8b2A3uc-mTnV5IWxkSoR89tiqwZKuumx7l0KAfwybkHC_B5axsnT4zJRKf2Fnj-Ck3AZR7bQs4oKP_Sv0MwuvzIZOrEGZ8y8=,@TenNascimento Kkkkkkk.... O inferno está cheio desse tipinho.... Kkkkkkk,gAAAAABj7je3vi-fhfk0m8-W0a9J4bgNSL7GOpMvbEeaP_8xAXrQq_QGWLYUqMaJM8Dowzfzx2pCCRrX7CXNkhfACvxZLd6t2ZYpxpOwd0jEWi3Mcn_cw3PU6h_Drv_8M6AYfoGQ5Dzco0M0-B5A3rjwfLMr2VX28A==,0,0,0,0,0,1,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3Agk0v--40MVxOIEvtncgf-cfHIll8wWhtTI8LHRV5tLk8s7Qc6FFed2wrzlZDc55tI5nF9I89hvk9ZgUMhFujSF00ogdk21VW2rGIxi8pf8=,@RobeyonceLima vai ser eleita porra ❤️,gAAAAABj7je3OAL56XzUMIoxt4V-nvIlRZ7CYO3sW_nxEzdXPNnX1eRb1rmr9_5OtbdOP2pp_SuY_xxogHJBDt9kAKWTSAd_ViNI6ZfjnlKQS5ZPQ6YIxWVZE6Ph0sZdKqiyFmPbvr9YwRxJVlhsasShKO-YQcR7jk6lz2rTzd_iaYy6z3o2FI8=,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3uXbZiattrXvjNXWz4VTfc4UwjFRNHuY0gjB-LWNbqoykeavXMjz02RL_DMg39hiTXFiHGWAb0JPuvPZDdZeb-3uwcxFcavrRR7v9Zpy4Lx0=,"@matheuspggomes @Prefeitura_POA @SebastiaoMelo Ele precisa prestar conta aos bibos nunes dele. Virou isso, um vassalo de bolsonarista, pior que os próprios bolsonaristas de raiz.",gAAAAABj7je3ThjAhAGhHrdqnP1hgKxvFfNqv9FOmQiFMIJLci_xH758QahUITWcTu5vrFnl2jk4fLI40eBxMgoUoVjsnbTkVjwfppA5mFng8isAtfR07QioFj2I2I0gxZGekRyRCM6CbxP3F9fuN7uBMG9-ZbIN-Q==,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3NKcyJq5XsbzaBGbPcmaEUwJ2VSeUF3XSzW_acIViZgxJllX-ILfjbusflxpQkoOEzJo8vdWvYODAjBu9mtKcRfL6KhBL7GhXFozpP4AUOLE=,@CamargoDireita O teu leva fila na mão idiota 😂,gAAAAABj7je3YnkghdzJrwXqn973Uo8viYQCgtgS5mhpMmIDfMt5LfOoB9rNOyl3jTEt9RKcjUOm5t27Wc-I0jXP3A81ETr6m16KHWson3UPVkuKWG_nN1FYGoO2Vk-ColkO73Eer_xR3pMXUvd1UFRG4t3DWFPlccC6DCzqeXoEoNfrIXqBo_A=,1,1,0,0,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3Wklm-7siGPL-IRklWNT4xLeZv69W7kbUiwFqMlqgQqsfv3fwJOFK69uKZAetqa7MnIemHpWL0yq6xdvURwCo9hraNIiwUm7q9TpRDPigWVk=,@GMonteiroRJ seu fudeu hein.,gAAAAABj7je3vJUYvpOl2iCdA87Tg8Z4SHlseGOAjibFyaz3RAhUkqhuZJEhnXWJks5F-mazQJlVPXbiVSxzJhXTaxw-2C1MeB_cXk4rSUNwcRFIHylqTqhBqC0mMM1mpcf2iilvCxLZPhTYCkonnpPEbvxyqgK7CA==,1,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3ivUX77wJ2iauIRclpDRzMlw7Pmf7r8KTKryTFAXgof0SerRe1HWUeKw16509C6Dp2eKNGBCRA3q9N_V69AhYzAavyct-zupVW_ygzENYMtA=,"@ValeriaBnews @gaydedireitaPB Vagabundos canalhas,  não vai adiantar essas mentiradas",gAAAAABj7je3WhqxqdQaZRPzzJ6yXeIGZvyyw4Ol6YK5_etKrOA7rgGIzZID5Kr302OMI_dziCBiPXVpilysrLk1UuIj6feMOfItSzDerjAbrMefQJTpyEk_VOm_gK_XXTSIzQuyMnbwQUW-nscchI-ZUfG2jGerSTBv0EI-gscmu5KFw_uMQrs=,1,0,0,0,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3ohJmMPnI-oXQcCPmnbTyMLwp8I15tsB0_vSs_5YHmArxWI8UmPASSu5uZHThsaY9uZKZu5ZLRvLQWFD0ZCv_QYJFcJUotkXs8rtnShECuKI=,@andremarianors kkkkkkkkkkk  Rídicula!,gAAAAABj7je30Nobh-6DZT10B1qpXt3XRuadT3E7fLbECo_mWn4Um4xvEvQqcPw9yOESVce1frB81sOz05XRwtb7xt0CrDis2VR7ibh_xW0lpPOqedlMb3oz6hHulukPr8jUEVlZDnJnZARBKYJiwalC57I2EK7HHg==,1,1,0,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je37g8MgKc_J8jgXUAIHPX93eP3XzZeLZBheNReGvKJTvokv26YYTFCmBSockimi6qu3d4PNBtKROQsG0eBtIVKWI6Sf531kd7zEjEgW2rSL0s=,"@GMonteiroRJ Aí pedófilo, Maníaco de adolescente uma sugestão pra ti,mas espero q seja cassado e preso. Isso aqui q é Mulher safado 48 anos linda!! https://t.co/9UBbFp2bU6",gAAAAABj7je3AliAGSq1zPUPcLSjHVBlavWMI6TAhIjntIXzRo4mf1Ip6hW7ynN3-Uim_O2TJK5TFAxdVKlZ9n3_KKZ8taKCR7s8SekM3iLLrNPwZG1iwQoh7lUXs3Z_5ZHmvpPozCcwGFC_fEnBw_70UU9R3iS3BA==,1,1,0,0,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3UyMor94q2N4LRuphlKSkuZpiDIhat0PR6dloSStaQBz14Bj-EOfB2I7xDStDdkJmhrDxEDNn38iYtoY3L4Ah6IQ81qd2_uHaptzolWn7_IY=,"@GMonteiroRJ O cara bem mais velho comer a novinha de 15 tá de boa,queria ver se fosse a filha de vocês aí defendendo esse FDP procurem o vídeo bando de safado pra ver como ele tratar uma adolescente!!",gAAAAABj7je3nENa4tUUDZQjqLxpt_st0wcCY6hhqrf2BpgFJmuaEnY3gTfb2zvyEEPDizLDgziLEyhWL_FJgfrA84AuzGHqMn9yV6n-DP6oQjPICUkxRhk9w6sfmNihKPZT91Wy696be1LanUXjBLVqv66hOfgFeg==,1,1,0,0,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3bCAm_WRtYmBmgaUD4eEvwV8h8CO90K5V_VVF2E2uqPbYQABGL6ZeZaDtVOQJIVzsJFCp8XKRIPFeNCxDQa1MWWef5aS8Eh3b8vEU0CunGyY=,@matheuspggomes Então o fundão é tri massa né? Ah vai te fude,gAAAAABj7je3mGJdvVO8dwii55wvHHR_-i065iOEbqIWG6_mrhy_8-3CdNlqw44K7b-bVETdVXMYPwSTyf4kEgDZdJv2yytjsOdB1TCi9oYbwpU285iNVZSdGE_vfcHUvcT5HWaQyPITjwznpwyynam4B2wHYDpYYw==,1,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je31_Z6BZz1uyoekbyQWtKYJ7yhxk2Hya2mLqs-95uSJGQLj4TovnpR1ssg51BetdKsi7rEWz0zidNwT7kNvY4ae9jvQd7o1GZXVGwgUA19EzQ=,"Hj no maraca tinha uma porrada d cambista oferecendo ingresso p gringo a 300$.E torcedor q grita e apoia fica fora d jg por falta de ingresso.O maraca ñ é ponto turístico,mas vai se tornar se essa direção de merda ñ fizer nd.É por isso q vtnc @marcosbrazrio e landim nunca é d+",gAAAAABj7je3ETMJFmAyvw7FEJNjYZ8k6U7R0F3lgRT39cW6ChpzqbZKyBX5UomYn49fwT1dkPtUq_DW1pPmUF86wAo2xBi-dTS9q_7_7qB4CuD2Fzthgo9ercdLIpXZmovF-jUVeDSJzttK-bRmWWA0BnUN0uWdXA==,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3CC82CH3lO3oElTdeF726gVEceNzmg3zhmD5PLh_YErRGbKdqusELnREEgp6nuXz8Br8r4ILi1WoHnChYpghHzjjdvoedmPst0zk6Obn9J10=,"@camara_sette Monta uma liga só pra vc e seu timinho de merd@ ai do estadinho di queijo 🧀 🙃😅
Essas galinhas já eram,só ganham na trapaça, vai nem pra liberta,kkkk🙃😁😆😅🤣😂",gAAAAABj7je375o4apPIJ-TVbtQRoSv4PVA9ql8wsOav62arqAs6nFH1bC3n_yQbq7yeDqbEhNlneJdPVj-SVKdrPe33UEzZMlwm6D7XE-QJZJON0FzXfHv2FPTTCaAn75hVj10L1QopbNADke6-MKsnWeH-JR3X5w==,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3x-jspXfJCSazpkeK2d3xZBvYRivDX8DFYB_tXQs50iHaFv0A972kTerGub8v6qjAMHR1FSBsdQDh2HZav0oBrehYiKs2A_j87X8HvwSjMOQ=,@FernandoHoliday Burro e mal carater,gAAAAABj7je35xpqc1BVf1omPNYqzjXcpNEzCfdh7U8rsfrSCET6zezgl7jSIKcP-qoW4p8KxCkMYJ9CIR4lsYoxPu48yQn5yFbGZwnBK7A0ksv1doVxpFfOs4l3ljF28Q1kNQ_WojggJ188WCec8kyhti8ogKVzPGtevZgcMTbbrgR3IEiZljw=,1,1,1,0,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je30mHfV7N8KGwE3hlKoX1GkDPEKH2XxFN_G9gccu_v6HDSux2SlTrbPyyMTfokNtRtcUvIL0QtllRdo_38gFfiT8D-3Oe2fSVEHLSwe_cCGyM=,@EdianeMariaMTST Playboy safado!!!!,gAAAAABj7je3rtQdVGh_dEAsS98s7AVbJIKO7tZ1DNIUfyoF3yZJc_Sd5Eh5Q8LaXKik50742ziwXVp1kUs76cHEZ2HNdPh9kw78oBpTYMv-B2N1aSjloEhP5AFXz2trcNunvl84MjzD9Kx2C0YIMwkBAzJRQhxgiyW0-CYW7pxh-CVhN2PTz8Y=,1,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je33MnHSEKaxs9lZsybX-WSPs2uqXVNwo-IEKvZY7KctZ_oLWp9AgGUjbGqGRL2AlLl_7FTrf4X5R2FvKO_xljK5Zc49TQMGFKZa1mbUa3TeY4=,"@camara_sette Com certeza concordo e Fair play financeiro urgente,chega de mecenato doping financeiro",gAAAAABj7je3BxzKE0e71qLp5tiyoB66lG_wj516sFJ44peo8FWeFwqQiXmheDa4LqLoCkBN7ZrG3EB4IKv9Ex9rxdnEzpRmeC0rrW5bUp5DcKXsB54-EnYizeFC5613U75DgzVTRg0YPGVTIZ7_WzG4SFvgo9y-AIWZAUR-0eILiPZTWwE4VhI=,0,0,0,0,0,1,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3Rdg1ZVjCil11EvRjpw4Zvpdgv4eXGUDntQSi932-FHgPAvu8ToSQNNlHMNSkjM-HkavGf75fqagkumuG488d9dN80a5bvZ8WiCbc8fEKAys=,@castelllovini @scaluniaa Gostosas com Vini!!!!!,gAAAAABj7je3QUUU7Ct4-KciZhXJAJbZ_WcIp1q3jrvpAO4VMRwMABl88ToOT1FGHvgYp-KVhDgggZOIr4CDxgRpWCUjPdx6Xs5wTxVjSj-up7d_hdoQKs_Ep3fLlx75NbXcfhdW97HQ_bN14zkhXeM4j7w9QigCtoXSWbEbOfHcqwbOIbT1xao=,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3BkbSVLlDpnVWn_Ukth8TI7jSmYLvmCqKg6rrt0TE00thLyr4dT-WHjdD4ZRUoJ02TkKGliANlu8w7cpkncrijpsXcnIx_q3b9MVAsLYP4UI=,"@ArthurLira_ Alagoas parem de votar nessa gente lixo, bora sair desse mapa da fome olhar para os mais pobre . Falem uns para os outros quem é o Lira abram os olhos do seus conterrâneos",gAAAAABj7je3YE8jjrSKuzARoLVJRM0BLiY72Oy5Jl2PsQQ0N1CZxg57q_ZsZbozvJEsldebHYbv97UiRFUokWwVjm83xDKBMfJBbizw60_Itv4QNc1cBC92tqdn3VO9ksrWI1TPF8zEW3t520Qkyzkhga8boj3Sqw==,0,0,0,0,0,0,0,1,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3RYZmwygPK6Ytd3GgKR1hECpUOCw-9pVxmWyKKusi7uSSrXrxty7bW_g9krIIZHXB-MzKTQ-aCssKz-sj4r-OyNeLOdz1Vj-KKFvi8FZt_Ak=,"@Eunicio Seu pilantra, você destruiu a vida de uma família e roub0u sua fazenda 🤢💩🤮",gAAAAABj7je36-LP0H6C-zGli6rb9t3DwpyBLOCGYQckTb1emmail_8DUyodoybmrgbet9G3-KvAmqA2DD_TK7h5v3-d2bMw6qCMoSrI8pFEDw_72wppP5HZg_CwND7AzPToOnUja5RYHLuxi080o6I7qM3m93-VVh3BGaN3S9_LxP2-wt_WmV8=,1,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3gwMOr0o-yyCn8ecfvErE2QEwcdADORPMeenzTwKmLbM3tAVmIVqgogBlIJtD30chXGojOk5pvu2zCqy854LjtrTZnFz3v-dkkLRvRzo8MLQ=,@Eunicio E a fazenda que você roubou seu pilantra,gAAAAABj7je3oCQHOCRujB6Hnvjv4m6pfcsPkfHwtzwe8N2hEsyHM2CX7QBBZDjKx_-xO-a2hYGcUe6VNd695urt_5SWjMb1fCOqWJy3U6uVin9nVv5x3nWusEyg-YB-3Q0KdsbeDsTjmeLL7Zf0eki3BOjfPl2Quv3J0yGUtu3Ou0MPfELGZsM=,1,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3wxXPFijiwW1R6GebCrOxCRNJqKP_tOyK1mH2x_liRHzk75p1YIqJQ_eNAUrr0OIgk1-6l3nTAhABjfpt9v7kY5S2zKvse7R-ARRD3rc4E8Y=,@VaiPaolla Fascista teu cool,gAAAAABj7je3oCbQgUoBfxnbny3v_-NIU9r2IITbFxTAiPvrnbf7J9L3LMfroB7LEJmQNqK8-OhfkAmmFyqVndOySWmuyNb3pHdqt-pjmATvTsD1ES2VdbnzkeDoZmqE4a-aM5T0FGJwmnlgeCRcPjWRSwIem2XUTthfgnpkMe0OPQ4IQzFRcP0=,1,1,1,1,1,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3APNJUoJlgTW825ILzmjjMBN9dcwuFFlwFNK8XTXWJgqGf06sGODTmD4xcEM-Ye9NmE1aD1kkfV5fNMcPHuXBEbGjXHfSsXO59Y9hud6wuOo=,"@orlandosilva KKKk

Dinovo essa babaquice.

Moeda corrente não é dinheiro vivo animal.

KKKkk",gAAAAABj7je3bZ7QeXDQYpjHOnR5kVsKq0MqtYQrlwMOWP3MO1PNxxWyLh73aM69V8LHIwo8Rn-3sJLefPrR-t66Ejv8EUsYMaJpdYYYfxbOldm9pMKqrhNNZiewqyG52tLmT_PXx_OdfvLOSItDCTqT149RBk_4eFdJ34upQ45wROWLBmq5g5c=,1,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3hgRxcwER16gRz1uH4gXZ_7i8E289TvIsQs4jlJuo9hxoWC6ird0WaXU-85put01IYmckTq2NwvK70C7QXxv3lggwyQ3vfRB-nVWf81_OVbg=,"@tiriricanaweb Bandidao!
Não quer largar o doce.
É um inerte, só mama nas tetas do pode público.
Verme!",gAAAAABj7je3M5TFuVYZ-VISwaVbckPbIOAVZLrW0bFRN073vNK_RIpo9Eam2rFs4DRzLpfW3IzHl7m2iMn9bZYd7px3g7oCdkEheILJ1TG79xEvFkfRN3x1y4Z0igrGXvgx2f72rSHF_tW560dGwjFQv7U12A2vWgzH0jaRZ9OhJmRyT5xPGT4=,1,1,0,0,0,0,0,1,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3FCy7tmQjABI8fLoZk_28x4KrRH79O3qO4WsD41eNbXW30cuPFdva-MXLVpsP3Os9TvSJChipQwGAvCKfSiBuJ6lefLV-rUo02zTZWHxfBhA=,@RobeyonceLima Axé,gAAAAABj7je3ZB4y1LCCvPZSW3I8a6DuZQypgSOFAwVHj3DqN87OhZTjVLpPHGSH6sMgvXwjhgj2FGx-hQWPfJt013ffoFdsq6CmjLtXlaX6vi3UiDtFWCyxdQWR7ItNm1kWlUMCpCVvGnnj_pkEGiDKjLE-odJOJg==,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3Xl_VY46T3rxZZGBkGHNuiA0odjZJo4xiwI4IBvOzNr9yT2zkYzglKzHAh49A3a-QLc4NJLQ5XXMCcZZ-yOqXjPjShEZs1wLlRiV89pX_sQo=,"@MonicaFPsol @ClodomirFronza @emicida Ainda tem preconceito por quem bebe cachaça, sendo q a@maioria do povo pobre brasileiro bebe cachaça",gAAAAABj7je3EytAvkQpDjJyy9HZrIfsthdH7aSynoL0CHuPld9OdSn__FmY8T1N8UbwdUR6qGb1ccFrDXolWMV9ZbQBMLG3Q8Vu_oAm-MrJ-r08Lad3Zeh_Hd5KGTujEmLbDB25D8iLZWSH2-exUK4P3PT7sDEXiA==,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3ahYk7s63tQwFpp4b8tQlWKEusxNyz_KfqBeZUtMYTp5wg-BF0mlNgyABWRmJ5g47aYl31-7D6ux10ip205ocZ7gqYjZws9ybohfTUb_tH_Y=,"@CamargoDireita Ué, mas agora vc é preto do Brasil?",gAAAAABj7je3bNEyTTJFNBC3dTl46arasMFzSMalqLfSPSeGoyNCcUAjD9vz88lTyxKEtGq9Nyk6Qexniwq7_iV4dUHyK2E15r873P12pNCk9MsWdEb6ctg-oSwK3EDfxEpxWsjLHkQo974itWKQ5zFINww-rGTmp32XpK6VMGgtGu4qqWY1bNY=,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3UHnIndLt7g_fSzByccaBXpv00ZT_knUmfYZh4ZhBi-SNKtZCbw4LbuscM8DeS-hKuxyKqtY706DumSGOMXXZd3gPhzwrPAeky8Csykv35UM=,@orlandosilva Chora esquerdista mateiro maldito kkk,gAAAAABj7je3ILlU3kJzKTqqdtyOl7Om-SbkWeuYcfj0JpvdONwoRMqTVjxgJBdpER0pjD3qSc63HuLCFT7D69-pd9V0Laobc-KPvDlz2bzRRWQCpDxvX2UpBpVFewh9rGENEfrn7C3WdYkTfkH-qV-8gIj6z2zdDQ==,1,1,0,0,0,0,0,1,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3Ym1UtHMHPJZ_gxsVCnMiEYdHrzhpCfNB2nTB38rpFc5E18c-2Z_EZOg5mlOOAA6HauVFIqimlmX93c33wOensP-p5BjYBXgOt3pPEJ_N0Nw=,"Quando você acha que o Ciro já chegou no fundo do poço, ele vai lá e ultrapassa. Fala racista e elitista de quem acha que inteligência é vomitar número e falar embolado. O Ciro e todos nós temos só a ganhar c a favela no poder. E pra botar a favela no poder, é @deregomesrio  5007 https://t.co/DEneZ9gzIZ",gAAAAABj7je3Dagj1apB1vMQu6t4raGqLdnBR1uxg0oAX8vY1_mKwUf7GnoCfAJWj10jO6_HASyk0Vpe7x_J4hE8CELx8Gt30d-SdvmigO1bQQh6C3yczN1RZyeFPujfF9Q_sI5IA-XQpYDLCqGoNI2Rpf5LroJCGg==,0,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je38zZndeLLHoch4PpAYgxUUBcoc-AjTV2tYYHFu6VHXP-KKNQ0mHdhgwFDnUSaBXPgeYRKi6f6eGKobrbJm_pei_Mj54EEBnknSn6w237oweY=,"Mas a ""ideologia"" que  incomoda a @TandaraCaixeta é um casal lésbico de duas porquinhas que nem existem. https://t.co/4XLU3V9aTu",gAAAAABj7je3ZJDoroBvMHQLLBpJbLN0bftBWxmxZbz3HwEBA0sRYhm9LLiSj0ApJErDELaLgX5GuddDYaXB77SIQxdNJWUoSf5IaaaqYO-GWvJPvs7zrylKq_D8J9APfwkAMzu1AgZEKh8XC_fl17HEzvgLlYNppUGSlyIW80TfLvNuDLYnnDs=,0,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je33zqRfC6OpmckxstLxKgoMoXZBSC4Ktek_YFnRZk6eB84VpsxjALSMg2SQlWXW93lN_hHQPlJkty4HKLe3e7HiO-YHdWplXWS2uf99z5owmI=,@beatrizcaminha @JanjaLula Coitada!,gAAAAABj7je32Ckc75SLpv8D4y3j_hiGjUSNxyYPxbNss2QQrTa1yphirRmc2gb7LQTFQXBFdLr6q1XsIWO3Azeb3ozU6hY8GEF4z6uGoJTFT3muQoWvhLJVE9yzLf9FdVcViD1ZcenLekCjNO5O7mYWmsry3nVqEw==,1,1,1,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je39TY6K4aw9czyOIQRs4EpkQzUxPKOAoYO9zrNRi4QoInHGtyQ-59kuu8bECylv31AOyEPXeHN0od-aUpictoAG1jFSUhiX6ei0TL6NIvup9U=,@gabysantospdt @fuckinmadhatter Deve ser o pessoal do Bozo que manda propina dentro de pneus.,gAAAAABj7je3pTFUSKK4K6tsJf13hhscssodgFrwO-8Laax7j94IVhOFOkzKCCjUgvE8o_EKNonzJygB9hXoqlUcHgqhfOgZ9DJU3ULaB80wWGQkhB6KaMyUDiJtac6ZaDYtBZHusWKoL0H1Z0_IbudiRn4O2gq2PQ==,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je33YpRYPAzrrLPt2IIw9_Dj04Ebl-q8foFItnWVWWGANEx4D97tikMArtoNVkTp9V846MxK-wv_uWV_wdJS9eE0a51ZnpwF2D5dRgov1Z0yYE=,@beatrizcaminha @JanjaLula Não dá para ser mais feias não…. Kkkkkk,gAAAAABj7je3MsQ435OvvV4Q-3CNdyUvtnbdIYo1y7MO_60IaJx8bhiZnNLiC8TxwsD5RB6M7gpa881nI2NUSdjyqrjSt75xNhjpmJH8i9H2R3IF6rSLBdZhz8jOo8zr76_ILtt8nZLRog_rtKsPBHA1cjyb-1prdw==,1,0,1,1,0,0,0,1,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je31jT-Ah2EOYVjRJp4NB-Y0HF3J6oy0ES_Lh8XENMznwkEs7fmm2np0eLOaoorlvFVzJu5wwVmxr1irsYswA0-HVZX6mbznkExvug16tXN4eA=,@FernandoHoliday Concordo e votar no Bolsonaro é dar carta branca ao NEGACIONISTA maldito que empurrou milhares pra morte e ainda ZOMBOU! Vagabundo!!!,gAAAAABj7je30NuhhwBuWYlqD60v4d4Io7qCcm2P_lr5pa79-2BK8fIudqSIRx9-R85t00XooYgZ4ZEEkx_0gjTTwL-P4sSMIc8bPB6ryCQIFcbQZKZM5i949Uz-naZwyqS_dS0HeC-kxseykXutN-QRbqoRJhpTKw==,0,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je32qqMCBNMLmWwF11bLGYcLzFZ3zuYf4iQJSAK6_BjdpB-if9C7c0Gw2mJxcADP-LEWmSo70QW2I7ZA2XOzYuiRMCesusaUdd4_ERZYlQQHbE=,@EdianeMariaMTST @GuilhermeBoulos O Boulos não vai perder tempo discutindo com um adulto que responde chamando de “bunda mole”,gAAAAABj7je35qgIpvr_xXV7HORvCWIWRie4Oaac-WyvG04aDc5MomPa9CqhvqXAKzcufyqAEUug7ZTBxrygblkO2f-00y5WOCeKblbL_Q1Y7acoqG4xveEYoEyzYwsZct7oKeQlRkzAsIHT8x8Xk_wWCo5XMQPKDEfdZvlBTHBAym3we99U2wI=,0,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3ZZ5-ch3ch0FJXobyXHFfnya0V3OJ1kCt_0xQNdcJhBOFADa-oWjMiDAEq94EouAKL7YQDUhh_GL9JknaGksf5_PkM6Gm0eCeUJtcS2gehks=,@LeoSuricate Aí mente DEMAIS 😏,gAAAAABj7je3CgwvGQVPbI4lwgFwLfS_FGWnM2nGZAZizcsYrNMoy_W0ItoJjzBnUamZZ53YgmNyiTQFRViVqoGSF9TRLI6pkTNr5V8sKROA6UiCPRL1ybTWYEV831euu9Ixx3hQi4sz_nD5vndwCTExtftW3Kc0aSSwvOultxg5q6FSvFFCkCo=,1,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je34OpCcg6ejPjZ3KW6ycFnvmlPP-tYlutDGbVl_d3iWPBEEZBdttHOFzWvaczqVZ7GcjW8sg0I47jFYsStC3j1O0OzF7aie8zifThGZx_fNaQ=,@jfernandaBrasil @thesouzagabs Se manca.,gAAAAABj7je37FKnCGCtROXwzcE9m0gdCBL_HYE7HRr0BGO7jh_cujtNuk4fCUqP1wMAtw0UciwNW-Cin_fVM25y2LbrctvNl-FzcHclEBhvTRnX3u9b-b1mCTpjN4xyDYVXn_jn2We4r7tZ3RTqLE5zELkD8GolEIcpmKlM8kU0YDHYKGZ14aQ=,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3hkCX8A_EWQAFtFEhhMdRuNMwftXnxf1GCJDzeH4uItwdJKm2SAC2gODnbpgnwdpcSkr0qcXOmfxOCQcYOQenpwNd1pISIuKgj2YbfGNOiw0=,@ErikakHilton Linda comendo pastel,gAAAAABj7je3Jp5xlcQKoDdIwc-kybnlGOBJCqS-FxzkQKKZre4DpnDEYDiT1ifZp_LmmPiujyHF8K1sZSav9gRW94vitljdhhzflv2hq6-uDLM6X3QvwBASo3Zuuq3P2QYoUMhv3t3OTnlkhjvrkqZ3ym2zbKGYfQ==,0,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
