id,text,tweet_url,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista?
(1=sim, 0=não)","Comentário é machista?
(1=sim, 0=não)","Comentário é LGBTfóbico?
(1=sim, 0=não)","Comentário é capacitista?
(1=sim, 0=não)","Comentário é de intolerância religiosa?
(1=sim, 0=não)","Por ideologia política?
(1=sim, 0=não)","É contra outro político?
(1=sim, 0=não)",Contra quem?,"É para defender outro político?
(1=sim, 0=não)",Defender quem?,"É praticado por político?
(1=sim, 0=não)","Parece ser perfil fake?
(1=sim, 0=não)",filename
gAAAAABj7je3vloaF222nXHzVcsoqEIIQxWJeuS9Vt-UV-7WJ4dPbA9ab8UCAC3ALTlpK8Es7H5tqIchejSTl8Pdfn9piWRfhIg5NxUnT9I17GwkUjRy2II=,@fabiofelixdf Drogados vagabundos feladaputas sempre serão fãs do ladrão e contra Bolsonaro! Graças a Deus! Vão lavar essa cara feladapuats,gAAAAABj7je36yiTN3ZF_lowyb6PgX0t4bECOS4zg-21uioy_HvAYPkW4b6eeOxxFNEqNVsuhsN3o1-ZSyGso71vFEurq9iNTxpuXGih4UaemXppoU5DKhs1G_HTuudveWxT3gTxGAJNy_WuDpvQ5hD8mHOeuyuuiw==,1,1,0,0,0,0,0,1,0,Sepultura; Orquestra Sinfônica Brasileira,1,Bolsonaro,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3wESIP_MBuiK5wCBhi40_xd9P2qLhmHASi11v0a5mDRLc1geBHzNw_msoc5-RFRk6Key33fnlmeKQ5fhoGKnn7_MSQlrybXCZYh8rOg0OwD0=,@fabiofelixdf É amiguinho do lula ladrao esse covarde do Barroso,gAAAAABj7je3OJ7s0R9DAm0C6cggZuXLIK0492gPKi8yNfuF-01vvn3oo8rFV7PMbkmV3HZYJFD9O57cea04O6otRbtP5p1JpsSn328TlaT-hREKeFYlMIvDK--nITVBZaqodaUdGqYlYhbB7L4FVxh9Rcj68dVB-g==,1,0,0,0,0,0,0,0,1,Lula; Barroso,0,-,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3RCdiI4KYOs996S7kD_nseqQlWHebd75Azji9uRV-p8aFmacxH2xcA8jVRi-jQ5W2WmJlRzqLtlQOMlgeu4shNMahomY088Jz4UTRV8g8e_o=,@fabiofelixdf É isso aí Ibanes coloca esse bozo no lugar dele kkk,gAAAAABj7je3BVaoSj8HSSr-vApk470bpDduoVxPKOKjuWLIHMfuqZQ_mHRrgwSfJ1KTGcF55pw4PbihBZFqRlGHN6NXUGshbUJAP95bz9nQkftaf5RUset97gefAeTxRfr2pIA0DF5fGAn2hJ87tmCFDycrkjQBqNIfzOle0_QHjYiTG53yjiM=,1,0,0,0,0,0,0,0,1,Bolsonaro,0,Ibaneis,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3rNQYqyLHqpLzXFgyMUO9Ayg6fP3EgZWzrZGX8C4RJMFuTGVU89U44dIpm6G5Pxb_IE6gZBk-TDsvj5W4Pry8RVZg6I7fHn34B6qHIDgqMPc=,@fabiofelixdf É um canalha completo,gAAAAABj7je3XviO6_6IF_vNM3NzXwLq9J4IYTK-za_qu4RnzA2b6O2NtI3YUvFVdmv-G1MK-7vxFrpMYcelX5iFDsWelf4_-3XNZOZ-lSryeKiC-I92MuTFqr46hJGCBKrZIRewa2z7fQ0qd8yJ6ayZPLUyWgUKWA==,1,0,0,0,0,0,0,0,1,Bolsonaro,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je33--itYYM8c09-8k664H9fOxQtR0ttKE2EdZRlVHcMgrsA0Xl7IslsrBW85c61zQBEX8B-LPDCzx4xAGcY60BX4Wt2XYkLFJPYHT7nrtFo_w=,@fabiofelixdf Ei bozorato vai tomar no uc,gAAAAABj7je3If_1jKpGrlVC8dDjbnC9E6g7QX4u0c8C43J27bcqEafJi3-4Xg1hrujfBtkk9tOBBqUPo_x76_BnR40KruxIViga1fIknRqFhS1PVLv3ls76WCixHCpJv160HAhZhCthiX7Ame2zL02LWWIdn8CCV3GybUgoqSPRv6htDGv61Z8=,1,0,0,0,1,0,0,0,1,Bolsonaro,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3reHM3TUYzkc8IMf5WhFlImw1VnZeJaIJJM7j1Yikgk84Z5EM6YiCnMFbXG2hLojbEuDLfppsywE50rVk7L1HA3ddwiWeqJFvsVn5jt66_KM=,@fabiofelixdf Ei idiotas vai ........se lascar.,gAAAAABj7je3vbTyvPCwCLnjHCT-fL5kgC1cWe6iRxmWYHxxtG3V-jfK9pGaMLU7CmE9RqBCfyNt46OEKRarPFFixOudQlwQdhUI2LlTnLsh8rTCUf6_xdN1n0izHhVcj0uj2mrBT_fO84c1qu2a8h7IpeNMLJnmOg==,1,1,0,0,0,1,0,0,0,-,1,Bolsonaro,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3KVmnEXvG62gNm8ox6AU2HZ-yeBAlsSOelpy9heUh8kHvVqMTkPnDnpguVzVxojvJmB7YA07ACKFtjzN0ZDnt45qGCOJnj9L8dP7IFhG5JB8=,@fabiofelixdf Ei nove dedos! VTC mil X https://t.co/pQ14q4OUaE,gAAAAABj7je3lN2TfqmBcevt4WFV6blYjs8SgH7h50HfOJYqMsaEKa6OilB4XHnCi6qVbJY-S_CbZA_QBiqR8o-QsbeOq-Qf0961SENQrrG6K9vRRcDINubHNoTrQYUNQjlrqM94Yk0kSiJSLww2zU4tRGP9kiiCFQ==,1,0,0,0,1,1,0,0,1,Lula,1,Bolsonaro,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3E0JQMaK_Lob7CZWwgRpOyltxvoxqIKp5rzp42DUbMdDEgPaAGFflD0ssPXLiYvnibi0mDRXmko2xZ0MQAjIglAGWO-CXAEjvraS34Cbd09U=,@fabiofelixdf esse fascista precisa é ir pra cadeia!!,gAAAAABj7je3H8BcxhN6LYimUQRZCaDuIhUaJeRNy0s_RPtC3T7m_83OgkigL6sEAESLABR9UxcaF3XTQQeIlcVh_QM6r8ONWBfkD-tKLaIKLzkJizJNqLFdQ4boM5BfOUgQ2qr8Fl3kxTyyyp-OIMoVQ2ExnhItwg==,1,0,0,0,0,0,0,1,1,Bolsonaro,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je31AK77wvvcW01bmaEQwWJFQPFtw5V3dM6rkI4-tLrqB2eaa5LYTHLPgc_3Ad2zK59gRXYguai_HvtZdMFCC9Q38mRz9CkVPu909aq2pz1Fz0=,@fabiofelixdf Estou vendendo lenço para as mulas kkkkkkkk,gAAAAABj7je3Sokb_JdYVT2O6-D0yHczZwpzxYuIGy3UI77L34A3gwVgBy-Vy6exXj8O4hpGakh39K32F_0InIytcl2xAT-788jwDZ-uRTI4iM23iFo5EIV_AWzvnHfbEHVtRyuZmQDJfQfLURfheUxX1M-yrcYhwg==,1,0,0,0,0,0,0,0,0,-,0,-,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3hHR_V_qVdxvaUTbn27DEMa4hKp5cqPN-cwx5gHbvglWckDcvU8aMsaUhU5ryoJ3GHYIXV3g5_EswpsboOcGQ3c0pxyGTNetlKI6TeC4Hjeo=,@fabiofelixdf Eu não acredito no rio de Janeiro mandaram o bozo tomar no cu e os milicianos não fizeram nada eu não acredito kkkkkk,gAAAAABj7je3jNk4y7AvtjeulWUMWx9RkBcBZxGqufxRQL0yz5BI87fDxlLc80b1SQfCTeAJERdX5Exv71iongSLZniX1LklecfwoxnE5MkBfQN9JWmM2uN6Dsi9sHlU68x7phYNV_Wf_ZbFV7tIIiH_u2Jvzb3poN6iAZgosjhr9XL8x4u885E=,0,0,0,0,0,0,0,0,0,-,-,0,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je398ebN42LqW6EDvua4WZBkQyyJ209dXpz-3bOREDRxtJIEmLcR5Th9b3ufoh3te4gZXDhbo9QrwWaV0uHKs7r6L7GOFgSHiV1MKmnRPlmllg=,"@fabiofelixdf Fascista é o passado da tua ideologia comunista e socialista, esquerdopata manipulador e mimizento.

Toma vergonha na cara, apoiador de criminoso condenado.

PSOL É O ESGOTO DO ALÇAPÃO NO FUNDO DO POÇO",gAAAAABj7je3WkbCufOxi78vEUGUucTHEqBel9bzVGyqBx8yJY_mM02p4QolB1z-hAWhPKyFxdp1-NGbCTp91POgkMinU1aTNuRbivB6P6rmkOo4GHomouWqxsyWkRu4yMn86UFUANRp0YLnd_mr9xHHwM-IGU0eNswHKrAdIzPMe1PRGdSfb14=,1,1,0,0,0,0,0,1,1,Lula,1,Bolsonaro,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3RSzNr_bX53lKQel6z204lkWbUwJO9tqAyYvH0GPdWHjB8rxZHALeGzmaOdNPA-16oGieRmpEv5iteF6GUUOIV3jnbuA9Kb8u5q7SN3BB6c4=,@fabiofelixdf foi ao contrario temos o video todo  de manaus  quer ver de novo  seuspetistas mentirosos  bando de canalhas  lula ladrão mentiroso e beberrão,gAAAAABj7je3MAZihcfN2Efb9Ur-GWn5vF8ZBWF33FoJ107OQOuAHjUmvJHDUhpNr2y0cnbOv9LR3fLurl96Ha6v-rU7eSVxJx7A95_CxXFcM99C41VzJh_xEp5z7Sqf8i5F1l3zuzZVmgZh9yBrViEZr8RE0aBpQg==,1,1,0,0,0,0,0,1,1,Lula,1,Bolsonaro,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3eglJJ1w8aqj0Pi6ZNjZQbbtQu8DdB19q6EwAhWMKYAL9qo2AN1J25Vtb_yEwP-QUshOknIFc1gKcCXIlCgYh2QnO6bO4YItZZugO4QmAd4U=,@fabiofelixdf HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAH Que grande bosta,gAAAAABj7je3Cgeqx2cUpH42IUabuqgJCjm4nIlaokRxi-vx5tR4DnOrdPZOigGzvNOHdEO44KlYPPp7qxYFSX7eKFsRdmdiqSwhO6tTJk71XGl-VArIeGErrF645MT5Hm2pef7PqKouGfGfZwWPcP5ERzyjuRAEFqq0QP-8MriGt3g_tiBQxio=,1,0,1,0,0,0,0,0,0,-,1,Bolsonaro,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3CnBr5CKXrrXgz1_dp5Nt-lCPpbasp8NyLNlWUDLM76kwtDnlXEntpZV4gYEhyo9DZCs17GtCQisH9r8-OjcFJ6Hk6r1iyldMt1NNxwWwoYY=,"@fabiofelixdf Inseticida, o cara da camisa Gucci que falou que a burguesia fede para um público que pagou mil reais num ingresso e trinta contos num pão com salsicha kkkkk ahhhhh, como deve ser bom ser burguês.... Pena que fede mesmo kkkkkk fede a hipocrisia",gAAAAABj7je3SfBXQJEJ96tysNydOt4hgNu-PY8VFU5-vVnkeAGmoUQmP8eNYVD02Ywd0uULSTc22pSaI_SoZTValfPMmey3j_ZsVa1Yw-0mtRwinVKl6ZIaaWC7qYroDmsaDBhYy6iSDdC4bOoHTV4DWcMC7D3Nhg==,1,0,1,0,0,0,0,0,1,Lula; Emicida,0,-,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3mL8NcFJkyn7DdMirfEqu8sMFRfhdArSHu8qZMyzACRAQxJQ9iVh_mXJ1-mk3y_7rq5IEvKCV2eiB7KjrSCVrYCUfn1l0ORlnJj5YfwmVOwk=,@fabiofelixdf Kkk agora vou de Bolsonaro só pra não ter que ouvir essa bosta de música 😂😂😂🤗🤗🤪,gAAAAABj7je389ZImuWlwTz44VSiCPIZLMVSDQTeWr9BiD98CLdDL-OZK0auaAy6wqT8nNW5mmo20Ag2e6IJ_3gN3j7AKKuV0HWv1f3K08iSJySAjJaWgkl1c5747orKuak4mQfl5mwz5hma3TlT3N9q_ffsK503v6G24AWqoDA1MoEUuICinGA=,0,0,0,0,0,0,0,0,0,-,1,Bolsonaro,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3EqHQbVL2m_UcdTt0Dd0ZUgP3kP8fkdhfCm0AvyC1BUJc5KTJUzIJXxF9VJQCWWmWItTIjvqtXpde85tspuixdvs5bKJQVpX78NGKMxPgtXs=,@fabiofelixdf Kkkkkkkkkkkk avisa esse palhaço desse vocalista que o outro candidato da disputa é de esquerda.,gAAAAABj7je38h_lK-7ab5psVb0kIQxH89gSuJr4ut0XAf-_z9Xh4siKc3PXuHZpHEYY3qxOFNuMYDr9EEmOw0wOS_yTgAoyK1gooG4N9oyqkI6-L7GVlSfHyPWo0WJcEgQ9MQ6v4OwJ32ymlTcwG9Iyk4BrTCUkzA==,1,0,0,0,0,0,0,1,1,Lula; Gojira,1,Bolsonaro,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3YqnG2c-qH53YnXqwDD2gvF2s6IkTBRKvmFA_SzOcjhV2rdtbN3EoCxMJgYefIqXkgQFeeM558nv2M1J8ikIkI2YqD8FjVCXneCesaHgUtx0=,"@fabiofelixdf L de lixo, ladrão, louco kkkk",gAAAAABj7je3ZXYj-D2uaDhTVE32Yb-8kns2Y3JG3gzqUv08m9dKT7q94PjMYRizWPCE3b7zcgtmKEzXpTaccZJIdI3k63Z7M3taq316dWRoGbAQrNe_6mnYs1kQx1qzwc9PLM717CdlhWe0f59SPdl9XbZ2t5T6umQXyKJY8UkCZZv78qYPi98=,1,0,0,0,0,1,0,0,1,Lula,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3BC5Iz4B2Y7_kKDP2gScAAtATM_kQ5-_dEHemGsEiV7KYT0KRuLJO1WamQos87pXv0zsnfp2ufeEZ_I77PIOEtWQnX0xU6LYhum8M2sWTugs=,"@fabiofelixdf Lixo , tudo drogado",gAAAAABj7je3dTFIO-7ylIft9n7dYl9AirmGAgrbzTCKvzxkViuT_oULIvYb4-AWIBcNB1C7WZoWle7w4ANBsTojiT1VDrk6U2D1fgScUh22VhEckGhmTnQ10jiDY39-T6Xf0Bmpd4gICHrHiZiySntZ6FCZ2tb8UTp2XpUDGRSUoaN--lVmhSs=,1,1,1,0,0,0,0,1,0,-,1,Bolsonaro,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3c9m2D5cc72imSBGvMYdF_30uzyj_tWmZtF1_08ilK_gYFBvarjSk5f1FHkDXkr3LifTJGZtNwstJENgVR9Q-6BGmSrSzqBTk2w-njKBdK8o=,"@fabiofelixdf Mamador do dinheiro publico!!! Fujão, covarde!",gAAAAABj7je397MlfhK43kwFtLqPzZym79MYwpOnXuk734x7Hx7sqTfn7fCYs8RSqMsR-ETG4VpzAEKndNFFGKMia7TK0QHLsmTml5XugZCnMKuhqd7yRVmK68Gp1rfGN6AIV2e6B5Skn7SVUiowaYiy1CBz-PdhE_gH51qUHZCdRwAbkTP4ZDE=,1,1,0,1,1,0,0,0,0,-,1,Bolsonaro,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3Dxmew6aOIhO0jEsNuYnil845QGx3LZ_iCrjMA0B1zI8fc1YiDzXps1V1UNieTm37ugdU7cVodrfx5bVs2xmuauo-IyFj7qbdjv8S88146Pw=,@fabiofelixdf Nem 5 mulas cantaram!!!! 🤣🤣🤣🤣,gAAAAABj7je3ZlImcTLbeS4FFmlpoz6NJRAlcGcP7le0wYL9mzKVrp19Wv5BUw1m68it6J8ice42WhOXr95YzAQQokcAgcdUIf-ixa1-IS51yMZlb1ZVrdfhqyFxyamc5UwLOkqtK6j0Hws39KD-kP9YJFDxbJQ16w==,1,0,1,0,0,0,0,0,0,-,1,Bolsonaro,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3CnQNTY3HaGKMTr9Aky3Kl5fR7XbKkVeHibeTHnwzAeeZ68-WGStE0DDTIn3vAw_8HvRLlWWWDVeJnEOETQ2kXNlaqaV-liQiNDMwMuOnaFo=,"@fabiofelixdf O Ibaneis agora: 🤡
Canalhas demais aff",gAAAAABj7je38vlmekIE_LIHEvD3yewHgeLqO0b-MZkDU65YSwLrP7ftKCd1aa6mXCK3OtSFWvNAPaM_h33_00pHQL5-CjGH6ia9dPaEFheBOVQZgVq57iMHsXzJK82EcMiL4tuoC97lLxBI-FQwH8QqhH730ta7qA==,1,0,0,0,0,0,0,0,1,Bolsonaro; Ibaneis,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3XGSrhALsaGcouM6Si5iVaiT4Sq5X40MSSSTc3R-CT1kxhECYqGY0unIYIHP70ldy56cKx9U2pIaRmO4jfZ6lb8FQzL2Hr8pbbNnkFLstiI4=,"@fabiofelixdf R$600, para essa palhaçada dos maconheiros?Eu mando o PT tomar nu cu de graça!Tinha mesmo que ser o Sepultura.São burros drogados. Venham ao 7/9 ,duvido esses mulecotes aparecerem.Como idolatrar alguém que te roubou?
Só drogado mesmo.Jumentos",gAAAAABj7je3t5jONfjE92OO0mmtLlVWbqcgQ6tGAdtF-yt7Fut7F9mq_FWIOwuRXuSrhHJ7HI6tgJS3jO3GP1LoFG-_drfndhpFZEZE8RyyzMa4grEwt7Hwvm9y8Og2rgYe9thZAh7tWmmWRKWzmqo_BufKBcMEWg==,1,1,1,0,1,0,0,1,0,Sepultura; Orquestra Sinfônica Brasileira,1,Bolsonaro,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je33mRzmty4sc4MUov_7fc6r2Ec3drnmdbKOSR_mm0BvdXetiMlfIW0mWnFDI7mdU3QMFkCDSQeVVazeLWdt5zfi-D6AOzUg6ke1iQ6Loh3IHo=,@fabiofelixdf Sem leizinha vocês fica desorientada atirando boata em todo lado em 🤣🤣🤣🤣,gAAAAABj7je3jNqVl2A47r-jjE7Ij5S6jD-ztxayPYI7MfRWklarIBp0XuO55rSquF_mQRL27zc-l8UJN2nh345NjkTwfQs_WBJ-yHqxGmLy8LaX4E9uO_OA9z0aYvDN4AmdKjxUipOTl8I7OEmZjKpqgy7ut1e0kA==,1,1,0,0,1,0,0,0,-,-,-,-,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3OeEtqZ1VoudiJgj61o-j7jGPhtgCs9Am3JpM00fmWOFh7yecsrTp0X2ocnu41LkJKqBIHx0XAft3WXgHYL0wtH-j6cnUsO4pqmFHduwsTkw=,"@fabiofelixdf So troxa ISTO e a juventude birroleira merece ser robada denovo..
Ter seu dinheiro ir para paises de merda e aqui tendo que Pagar o que foi roubado..
O Burrileiro merece",gAAAAABj7je3hV2gFuiLXxWakz-elEvKfjJQLmafQ77aqdpGdEmoF2xuRn81WC6gfvr2pzp-tc19ovogFIUvsmcNWs7drvN7Lfkd7Kr8vdBpVI2yfJrmnbTb-nUJ5rHlm2N8_aygToTVzlbXQw5TjlZJ4z8_zOTm4wcN8wm9Gn_gDBNTRqv_JbM=,1,0,0,0,0,0,0,0,1,Lula,1,Bolsonaro,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3XI199E81em3iHHg0e2xDWseRNEduvqTyNbRMHVlPxYaCglxpM1l539kixWTP3_LKt9NTvjpmsGNFG0y75ywh4b6tkTfcD3vR-JstuMEABns=,@fabiofelixdf Tá querendo falar grosso !! Kkkk mas tá mais perdida que tudo !!,gAAAAABj7je31sXzQgXuyBnXGcj946kLIuBw8NPM6F9roPaPghn9b1aA3wEEX94e1_VVfDqaaJeCrAOM5VYzZXFB0pbZXM18XQ-u2zLwg6422yBXxA5MNVKqryV626B5_z451ewH0FDwoM-ADG-GRPUmPMbvpt0zi1N2z_r9tgR4GQW3zCLEUWE=,1,,0,1,1,0,0,0,-,-,-,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3E-Vso_gUeUfTte1y090anlIimW3a44906TG9DyQ5w37kYlsV856dOzvSLFG_e0W42ON17cP4z_SXSJ8HA05ctjfi-dC_hprUGQ_JhIlV2Rc=,@fabiofelixdf Total! Mas pelo menos do jeito dela lançou a (in) direta pro genocida de que ele amansa quando fala com homem e semore ataca as mulheres.,gAAAAABj7je3qS3Ac4k8ly_l34MOypHyAALx2haa8Ql3NgTiyEyJzpJtVKcnL-GBmvRG3mqBAMJ0lAMkf3v3biBC_IVIZXYenZj0hRPOlEQMyfh2kXY9j0q-FDTY5-IiJlD4wo5NHtw3nnMhUBNDR4e9fYpVRWFMig==,1,0,0,0,0,0,0,0,1,Bolsonaro,-,-,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3cX3ZX8Bfw4Ra3EPoY3UprbRndbzD-1wi8NaKHqj2XErkuhZK5zHWajGnfoB2I_1fQwQfnveZfP0gB7BgRELxBz1V5q3ebDLqgVlamU1JGfo=,@fabiofelixdf Vai toma co nu?,gAAAAABj7je352Ophuw9tPkex-4wC2FID-BYCWtfrFQae1O5ztqpGmq8m32djMTRVPBqurDLxX7byrTmd_B5HXa0-SKRCsLc4rCyz6UBu-_vEpcztHprhgr1JTp072-TOO6wWdIiZAFLpNoh_MMN99o-EkyLnhBcBw==,1,1,0,0,1,0,0,0,0,-,1,Bolsonaro,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je30bEFMh8D9t_cXxW4W3xqzYRfLsS4oenVMEuAHYWeI5Ap19EY9gTuLJQTBuZx1iD7z6LCV7PbJs99AFLl-g7YWtJyYvMX3VO_CUacSi82nHY=,@fabiofelixdf Vão dizer que era meia dúzia de pessoas gritando kkkkkkkkkkkkkkkkk EI BOLSONARO VAI TOMAR NO CU,gAAAAABj7je3lgGuzv7CnE57sV8uQ2ELgjPbj4A-s0vNRbu-yRn4vDW1cOeXNGgGPRDhw18DRYK66qF2oyyJcSEFDqGD8KYxKWNuHLoiH8xuWqnx87s2f4IE4e2wCPJB5AxV-etJIEZaqhKJ8AmZ8_hF5elsTXedZQ==,0,0,0,0,1,0,0,0,1,Bolsonaro,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3EW9iVDDHOPI_p-ZkUuzkLO_vs7UpaEft_PqxFLFBTtL-6vOXcdNG3Q_kBi-RLrBG1jDfXboqRXk82fiz8tOOZxrQCU_VlSi8YYEVqfOiGgs=,@fabiofelixdf Vc é comunista e se o povo ver como é cuba e Venezuela sua carreira política já era,gAAAAABj7je3j1XjLG83wWxhZstR_y5QYmW-tMJFWXRuxRc25XPs-QQDu4L6yf5LB4KuC_FgIe7abPR9XlDBbHOgUey1QhWOVnfsewWDCIidIvlO9Hzm0Ut1-L9T4A5TxVQkYAkZxTaAHgCTxietCgdLYnghU1WKlw==,1,1,0,0,0,0,0,1,0,-,1,Ibaneis Rocha,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3PJulXRiU4Zk4qDgIK7sX0HVdmWbgK1N_j6xhrAYLTNGWh0dmZHrfGm_NJ65RhXEzxv5o-mVGShpbjaDumZhi3Fpvu_UmvxXnbBvKes3Bcvs=,"@fabiofelixdf VCS MENTEM DESCARADAMENTE! Acho que quem odeia mulheres é o seu ídolo Boulos, que as obrigam a pagar aluguéis (inclusive com ameaças) nas invasões de propriedade alheia.",gAAAAABj7je31cPFlW2Zksm2EkNdjVmf9CGyGxGxgt4MWX1j7pKqBPOIuM2F060MjoTM7QLCOcDVEhlh_qhQn336UJRF53TMXst0ltugNWTtvAmJ-e0UQVI9MWS2vWf2ycM_d0manCxmrsX9-5Axw9EUCcG4VXs9Wn3iWkCvWIf-jhMG2V6cOrA=,1,1,0,0,0,0,0,1,1,Boulos,1,Bolsonaro,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3Th04OKMypjURG0C0CFL4Yx4d9uxCsna6-fpcz_4q_StcCzc9hqK15l5bnJmxeOSO4F8ttdcRiBBYP142M7NlyzTrnq45BWPxd4NC-4-rZfw=,@fabiofelixdf vcs são uma piada pronta . o desespero está a milhão kkkk kkkk chupa petezada,gAAAAABj7je33gkPJAHg2F-fMoUqxaNWoQTP9CO8sOfA73Z4zB2Z3KlurGcWySRiphwLnDt68NVvaQCW76r9AeitiO3LPyyzBTiYvtyhl1iAwPsvbe1x9ATqg3Kn411dxoElYobeb0s1pnWvhl1r49SsMap3mbnDxhAQdKWqUFlFO9FeyAayjkg=,1,1,0,1,1,0,0,1,1,Lula,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3dtBEB0GHgmYWjLInQiFsWafkUXyswjHq-xiw_XHGyhAHaDAvtRXMuJhSPVD35I5ViXJSHY5N3OX-qcqt3DClwj5J9fqNXtGw4sji7LuWi3o=,@fabiofelixdf Viado gaiero mentirosamente mentindo,gAAAAABj7je3asqPmjmbI0duwz05YzyTAZk9Iip64mcQczVXTh7tHEoBEVwD1UmFx5SZ1ZZEqMoFRikgQ0xP7mUAfen3-jDmOGOFYW17-vd-sJxY8RyQMvOaMiAHHO4NcrMbva_GDRSnFQXtcr1_J2mB31Yc-pKmeCAOHUJwH1go24rsx-iiUpQ=,1,1,0,0,1,0,0,0,0,-,1,Bolsonaro,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3YqE3cwhHJqjrDDB4RsJTcWJEM6PSdXxaos0nCRCBwTwonTkjeNIfqpHGNIa_MMMWECOPgM8bd1snp0oqU-OWJVBV0l0RG5voPr6Fj9JCZcI=,"@fabiofelixdf Vocês são patéticos, se o Bolsonaro não vencer essas eleições, quem vai tomar no cu são vocês. 😂😂😂😂😂",gAAAAABj7je3kitt810JIFf84BXlHXp_3q_skmDGKNU6GkRsMbB6Bxg1m2n2_rLG5PO69h_P-AkwqGCZzQq5sj4M3a-qvG5yRCLx0v9hbVcMcg9y2HpRxizcFy_KR-F9tU1jlWiUMgLP1Vkig-5IsFqTv7rU4hvejQ==,1,1,0,0,1,0,0,0,0,-,1,Bolsonaro,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je38KTJJ4CnaxJmNGXIxyGSOsItc7vdBtm3xpPzwt7BMu3klxBmj7rEtAPm5ozKRWz-wB-FRbPr351i2qnUQbB5VntChPH9avfuXeX_0B-5RSs=,@gabysantospdt @Elianad28019294 Meu Deus!!!!! Como assim????,gAAAAABj7je3S3GO0pNICAgi7MyamCe-yL6FOoy2XtyQn7R6QOGZf0-lGcmFAMhCLQ3MtOg4EtkziOzTQolC-tyHb9sODfsiz4hHiCSNoBWIOa2Wb6gcyl_xKOnqApUE5-R3V0nB9IViOykzlOhLDWYzFjzVn6YwwtdeUL9fqpE7x39hLbOvAVA=,0,0,0,0,0,0,0,0,0,-,0,-,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
